rna	k9ac	k36ac
SH3D21	0.550925	0.19013	-3.77349
SH3GL1	-0.0597375	4.51283	-0.221626
SH3GLB1	0.183252	7.08274	0.110156
SH3GLB2	-1.75503	1.41903	-4.35531
SH3KBP1	-0.332785	0.201908	0.0784732
SH3PXD2A	1.09673	3.17353	-1.39382
SH3PXD2B	0.150261	0.136043	-0.572766
SH3RF1	1.87088	4.11739	2.07582
SH3RF2	-0.154645	4.6273	0.189071
SH3TC1	-0.370605	-0.484435	-1.62883
SH3TC2	-0.306775	0.823397	0.700135
SH3YL1	-1.39806	1.46669	-0.473815
SHANK3	1.72906	-0.310508	-1.64467
SHARPIN	-0.193462	0.296975	-2.5042
SHC1	0.598074	1.3459	-0.0577308
SHC2	0.344864	-1.11318	-11.4068
SHCBP1	0.0619847	0.511389	0.458712
SHE	0.70427	1.30066	-0.830827
SHF	-0.542646	2.51183	-2.63248
SHFM1	-1.75011	1.94184	0.943908
SHISA2	-0.419911	3.57026	0.290975
SHISA4	-0.153081	7.59485	-0.266937
SHISA5	0.275767	0.820277	-1.27446
SHISA6	-0.0370292	-1.05858	-2.56527
SHKBP1	-0.679863	0.848033	-1.34586
SHMT1	0.51863	0.8036	-0.990622
SHMT2	-0.182455	0.836647	-0.762859
SHOC2	1.71254	3.42116	0.428558
SHOX2	-0.374483	0.17633	-0.339623
SHPRH	1.32578	6.78102	-0.366811
SHQ1	-0.474394	2.32788	-1.69232
SHROOM1	0.07415	-0.371572	-2.59006
SHROOM4	1.63025	0.484592	0.162119
SIAE	-0.370782	1.41229	-0.0310423
SIAH1	0.356606	10.6373	0.743454
SIAH2	1.01578	1.9996	1.36512
SIDT1	1.25832	1.24012	-0.300417
SIDT2	0.0604457	1.78591	-1.18773
SIGIRR	-0.0528859	-1.80009	-3.25963
SIGLEC1	-1.60553	-0.358875	-0.725451
SIGMAR1	-1.35639	1.56325	-0.0469011
SIK2	1.48623	7.74203	5.45812
SIK3	-0.0247935	3.04898	-2.526
SIKE1	-0.450018	4.79663	-0.0418278
SIL1	-0.0896247	4.40085	-0.252755
SIM1	1.77979	4.8559	-0.488993
SIM2	0.378351	-0.239648	-3.54671
SIMC1	0.138864	0.943905	-0.0411197
SIN3A	0.997936	3.9458	-1.3425
SIN3B	-0.155432	0.085578	-8.36766
SIPA1	0.530855	0.454107	-2.13389
SIPA1L1	0.15169	-0.846596	0.845942
SIPA1L2	1.82769	0.37353	0.362451
SIPA1L3	0.495464	1.11924	-0.190142
SIRPA	0.0948333	0.771585	0.109546
SIRT1	4.91645	6.10768	0.15028
SIRT2	-0.283375	1.70087	0.276062
SIRT3	-0.0301524	0.706764	-0.154608
SIRT4	0.280419	3.06891	-2.45037
SIRT5	0.762166	2.94728	0.90962
SIRT6	-0.577397	-1.29186	-0.240709
SIRT7	-0.119755	2.77751	-1.94525
SIVA1	-4.41267	2.25909	-0.844358
SIX1	-1.53319	8.27061	-0.00373295
SIX2	-0.924975	6.94314	-1.19351
SIX4	0.56803	5.3488	0.0351312
SKAP2	0.301091	1.32291	0.171149
SKI	1.36914	1.96816	-1.04167
SKIL	5.93383	9.27786	0.943005
SKIV2L	-0.341702	0.126748	-1.69657
SKIV2L2	0.749584	3.06017	0.274879
SKP1	-0.893201	8.51656	-1.06781
SKP1P1	-0.833424	-0.0828637	0.0961607
SLA	-0.148757	-0.433454	-1.43901
SLAIN1	-0.136213	0.63647	0.605756
SLAIN2	1.95603	10.7667	1.90835
SLAMF8	-0.334351	0.513439	-2.31265
SLC10A3	0.964848	2.42675	0.516208
SLC10A7	2.39861	4.41029	0.133863
SLC11A1	-0.768732	-0.0208437	-0.706749
SLC11A2	0.777108	3.19046	0.175714
SLC12A2	2.25441	2.67817	-1.74463
SLC12A4	0.600827	6.95793	-0.742245
SLC12A6	1.59627	7.19256	0.0840145
SLC12A7	0.603958	-0.555207	-5.86751
SLC12A9	-0.0582877	-1.25704	-2.12818
SLC13A3	-0.415098	-2.03408	0.0462379
SLC13A4	-0.821125	0.413762	0.307642
SLC14A1	0.389058	-0.332397	0.239039
SLC15A2	-1.54268	-0.133111	0.36143
SLC15A3	-0.301303	0.135778	-0.839561
SLC15A4	2.52007	11.9375	2.05881
SLC16A1	-0.121974	3.46076	0.0689717
SLC16A10	-0.0229399	2.26285	0.0761775
SLC16A12	1.48303	0.401226	0.418726
SLC16A14	0.42205	0.243835	-0.329335
SLC16A2	0.0719399	1.01142	-0.121283
SLC16A3	-0.119836	1.42075	-0.0835558
SLC16A4	0.726353	1.82133	-0.422799
SLC16A5	0.351063	-0.181601	-0.888955
SLC16A7	0.0269667	0.711026	0.808559
SLC16A9	-0.733812	1.64305	-0.447438
SLC17A5	-0.629866	3.07168	0.155994
SLC17A7	-0.157816	0.740302	-5.79326
SLC17A9	-0.619011	-0.68576	-5.68589
SLC18B1	-1.37297	5.41664	-0.0590985
SLC19A1	0.341693	-1.37403	-6.52455
SLC1A1	-0.156974	0.801307	-0.271174
SLC1A3	-0.0483155	3.15809	0.0327131
SLC1A4	-0.0379963	8.22326	2.69227
SLC1A5	0.536445	-0.268088	-0.650936
SLC1A7	-0.385792	-0.943338	-0.527868
SLC20A1	5.11862	0.133014	-0.358025
SLC20A2	-0.352858	15.7741	1.09066
SLC22A17	0.438194	-0.913758	-2.0236
SLC22A23	0.287859	2.35286	-0.143978
SLC22A3	-0.881351	1.69341	1.04783
SLC22A4	-0.261013	0.00167799	0.00381471
SLC22A5	2.58879	2.35916	-0.667908
SLC23A2	0.150517	0.000831666	-1.52801
SLC24A1	-0.041012	-1.04001	0.116817
SLC24A3	0.420977	0.235561	0.328662
SLC24A4	-0.370999	-1.38712	-1.05862
SLC25A1	-0.0748144	0.558981	-3.65091
SLC25A11	-0.5095	0.465534	-3.36326
SLC25A12	0.452064	6.91901	-0.274821
SLC25A13	1.96555	8.03279	0.588591
SLC25A14	-0.071586	1.40428	0.143268
SLC25A15	0.408388	0.100709	0.0610488
SLC25A16	-0.797866	0.763049	0.131854
SLC25A17	-0.24167	4.48583	-1.09551
SLC25A18	1.25945	3.29041	0.469675
SLC25A19	0.173677	2.97227	-0.806158
SLC25A20	-0.53139	4.6862	-0.147723
SLC25A21	-0.027281	-1.73114	0.516513
SLC25A22	0.00833118	-0.698778	-1.34177
SLC25A23	0.165347	0.279417	-1.41729
SLC25A24	-0.234724	1.37845	-0.0267702
SLC25A25	10.9646	21.0927	1.80261
SLC25A25-AS1	-0.369531	3.59994	-1.55777
SLC25A26	-1.26016	1.77978	-0.229039
SLC25A27	-0.242552	1.40334	0.12573
SLC25A28	-0.254001	4.3882	0.660415
SLC25A29	0.541587	1.28786	-0.193416
SLC25A3	-0.369153	18.6449	0.0115211
SLC25A30	1.9597	7.489	0.59561
SLC25A32	0.0525207	1.42181	0.27223
SLC25A33	0.6617	3.36397	0.863793
SLC25A35	-0.186796	-0.0672928	-0.47362
SLC25A36	0.608166	8.10489	0.84685
SLC25A37	0.0113689	5.18456	-0.382063
SLC25A38	-0.455479	7.80774	-0.427509
SLC25A38P1	-0.0937834	-0.00603561	0.414397
SLC25A39	-0.0341308	1.05275	-1.13234
SLC25A3P2	0.152351	-0.533655	0.263821
SLC25A4	-0.227041	13.4103	2.55556
SLC25A40	0.455611	2.60744	0.258887
SLC25A42	-1.04264	1.26403	-1.17307
SLC25A43	0.117707	-0.141512	-0.114372
SLC25A44	-0.28978	1.21089	-3.71565
SLC25A45	-2.44414	2.53833	0.264792
SLC25A46	0.695412	3.07309	-0.0154369
SLC25A51	0.176622	1.77069	-0.117632
SLC25A53	0.132066	2.99209	0.572123
SLC25A6	-0.020312	5.63277	0.832931
SLC26A1	-0.280194	-0.352621	-0.880181
SLC26A11	0.418905	-0.0358082	-2.48237
SLC26A2	0.189869	5.04755	0.242622
SLC26A6	-0.880949	0.186665	-5.22959
SLC26A9	-0.115705	-1.43468	-0.220414
SLC27A1	-1.60616	2.81484	-0.861606
SLC27A3	-0.824766	2.52858	-1.30531
SLC27A4	-0.834032	-0.306392	-0.598075
SLC27A5	0.371835	0.375568	-1.26715
SLC27A6	-1.30862	-1.30124	-0.537992
SLC28A1	1.23703	0.292578	0.594707
SLC29A1	-0.29018	10.0746	0.568763
SLC29A2	-3.148	1.70792	-0.589105
SLC29A4	-1.08886	-1.06794	-2.17415
SLC2A10	0.083502	-0.0873231	-0.445956
SLC2A11	-0.606415	-0.520025	-1.45018
SLC2A12	0.723113	4.80656	4.07516
SLC2A13	1.27197	0.675822	-0.343597
SLC2A3	13.7383	0.534678	-0.644934
SLC2A4	-0.447258	3.07222	3.06549
SLC2A5	-3.15368	2.03811	-0.106821
SLC2A6	-0.969743	-0.143704	-2.01448
SLC2A8	-0.39282	0.44363	-2.57667
SLC2A9	-0.262633	0.804359	-0.978455
SLC30A1	-0.111916	1.6752	-1.14875
SLC30A2	0.0474041	0.304341	-1.05563
SLC30A4	-0.498979	0.208934	0.49843
SLC30A5	0.526749	3.50847	-0.240844
SLC30A7	0.571565	0.920587	0.00522186
SLC30A9	1.18866	2.13077	0.216503
SLC33A1	-0.246228	5.22363	-0.167864
SLC35A1	-0.01492	0.954396	-0.345655
SLC35A2	-0.406802	1.12101	0.298541
SLC35A3	0.258257	0.308078	0.279185
SLC35A4	-0.700218	0.0291649	-0.155702
SLC35A5	-0.580239	0.206211	1.26823
SLC35B1	-1.60223	1.04309	-0.984885
SLC35B3	0.15188	3.23036	1.9084
SLC35B4	-0.243291	2.34668	1.10855
SLC35C1	-0.239814	2.71968	-0.815245
SLC35C2	-0.0726811	1.64779	-1.24617
SLC35D1	0.960085	3.82358	1.05926
SLC35D2	-0.312326	0.613881	-0.0194
SLC35E1	0.0540229	1.13859	-1.76127
SLC35E2	-0.187113	0.291125	0.432855
SLC35E2B	-0.548289	1.29334	-1.35991
SLC35E3	-1.14371	1.38374	-0.369069
SLC35E4	-0.405968	3.54213	0.610896
SLC35F2	-0.0750393	4.18336	-0.040528
SLC35F5	0.612868	7.88362	-0.254254
SLC35G1	0.59273	2.26751	0.514254
SLC35G2	0.339363	1.12298	-0.203786
SLC36A1	-0.20898	4.48715	1.58862
SLC36A2	-4.13095	8.94601	-0.00470562
SLC36A4	-0.726431	1.10257	0.23943
SLC37A1	-0.508946	1.29662	-0.834553
SLC37A3	0.0848026	2.00138	-2.36779
SLC37A4	-1.77124	4.71901	-0.501282
SLC38A1	0.343535	6.516	0.778743
SLC38A10	-0.0195473	1.57248	-2.64632
SLC38A11	0.734421	0.148633	0.644097
SLC38A2	4.2914	7.69453	-0.207185
SLC38A3	-1.15226	2.64109	-0.107478
SLC38A4	-0.0231835	7.32466	2.94766
SLC38A6	-0.142377	2.87914	3.87732
SLC38A7	0.430156	1.59021	-1.20902
SLC38A9	0.921754	5.1984	0.00312281
SLC39A10	-0.0339372	4.50687	0.771534
SLC39A11	0.113413	0.183324	-0.972022
SLC39A13	0.0191454	0.882199	-1.21045
SLC39A14	0.123972	0.929278	-0.533695
SLC39A3	0.0927243	-0.467338	-0.754421
SLC39A4	-0.0301647	-0.602098	-6.76222
SLC39A6	-0.874428	0.0480431	0.522516
SLC39A8	0.684365	0.304565	0.224741
SLC39A9	0.149959	2.2477	0.264951
SLC3A2	-0.932808	2.91776	-1.33287
SLC40A1	0.623579	2.92892	-0.104812
SLC41A1	0.40554	2.58601	-1.37358
SLC41A3	0.0359917	0.252676	-0.607389
SLC43A1	-0.639811	1.87222	-0.969631
SLC43A2	-0.0875615	2.33051	0.130365
SLC43A3	0.545107	-0.00798039	-0.859941
SLC44A1	-0.0094936	3.45086	0.757192
SLC44A2	-0.837051	2.35847	-2.06273
SLC44A5	0.611289	-0.134547	0.18964
SLC45A1	0.675501	0.161882	-1.24171
SLC45A3	-2.49698	0.595915	-2.38418
SLC45A4	0.356528	1.58791	-1.95784
SLC46A1	-0.32681	-0.358004	-0.251418
SLC46A3	-1.26217	2.33234	-0.404354
SLC47A1	0.222747	2.14093	0.15606
SLC48A1	-0.547589	2.7453	-0.0370635
SLC4A11	-0.0090094	-3.98126	-1.7738
SLC4A1AP	-0.471391	0.669555	-0.0901226
SLC4A1APP1	-1.58054	-0.105221	-0.015601
SLC4A2	-0.775756	0.364125	-3.84352
SLC4A3	-0.978611	-2.68704	-1.82529
SLC4A4	-0.0688931	4.51304	0.739368
SLC4A5	-2.21777	0.255435	-0.390208
SLC4A7	2.25645	3.69469	1.29241
SLC50A1	-0.610625	2.28827	0.206416
SLC51A	-0.0425956	0.0544234	-1.16135
SLC5A6	-0.220662	-1.2458	-1.39258
SLC6A1	-0.0567735	-0.678191	-2.42063
SLC6A6	-2.70071	3.7251	-0.124626
SLC6A8	0.107384	1.43976	-2.7432
SLC7A1	-0.463683	-0.264935	-1.13409
SLC7A2	2.50668	9.85102	1.42269
SLC7A5	0.651437	1.75725	-0.0898677
SLC7A6	-0.0496765	9.64566	0.255398
SLC7A6OS	-0.433171	0.74553	-0.741707
SLC7A7	-0.190684	0.60556	-1.41013
SLC7A8	-0.466954	1.58725	-0.0301782
SLC8A1	0.314733	0.218513	1.56942
SLC8A3	-0.174927	-0.527688	0.0914987
SLC8B1	-0.0282491	1.04994	-2.92222
SLC9A1	0.787348	1.88514	-0.508596
SLC9A2	0.0960393	0.164561	0.016795
SLC9A3R1	0.239418	-0.506799	-1.30999
SLC9A3R2	-0.639662	0.218055	-4.16617
SLC9A5	-0.0592994	2.73002	-1.84275
SLC9A6	0.141488	6.41676	0.388614
SLC9A7	0.883637	1.16756	-0.25835
SLC9A8	-0.971394	1.83056	-1.36166
SLC9A9	0.276444	4.83846	1.88358
SLC9B2	-0.249295	2.09596	0.73036
SLCO2B1	0.786045	-0.967816	-2.52141
SLCO3A1	-1.47691	1.24496	-1.22106
SLCO4A1	9.10738	-0.769974	-1.69179
SLCO5A1	1.18847	4.34847	0.00428619
SLFN11	4.40889	-0.135718	0.743746
SLIRP	-2.02682	0.475612	-0.121927
SLIT2	0.197922	0.196139	-0.813309
SLIT3	-0.205953	-1.88729	-1.0341
SLITRK4	1.28861	5.73362	-0.751629
SLK	3.39206	5.24785	-0.471813
SLMAP	1.27779	11.2363	1.2215
SLMO2	0.704619	1.9758	-0.464083
SLN	-0.632793	23.0303	8.53624
SLTM	-1.29059	10.6294	0.252983
SLU7	-0.0807386	2.74952	-0.15259
SLX4	-0.356373	2.1705	-0.418616
SLX4IP	-0.0752323	1.38007	0.87598
SMAD1	0.145358	6.36088	-0.15071
SMAD2	0.980497	5.86844	1.35388
SMAD3	0.920305	12.5183	3.59456
SMAD4	0.174219	16.5439	-0.110551
SMAD5	2.09236	4.43352	0.227599
SMAD6	1.33911	1.54512	-0.738016
SMAD7	2.56364	7.467	0.188545
SMAD9	-0.845485	0.984605	0.905529
SMAGP	0.104459	0.364897	-1.11988
SMAP1	0.227496	6.31759	0.312523
SMAP2	-0.227347	1.25284	-1.15602
SMARCA1	1.64187	4.45842	-0.317996
SMARCA2	1.18684	9.56465	0.0541946
SMARCA4	0.0895456	0.783749	-7.15068
SMARCA5	3.24536	1.16754	0.190652
SMARCAD1	0.256635	1.72588	0.428971
SMARCAL1	-0.189066	0.832831	-2.34529
SMARCB1	-0.0396018	3.83524	-0.10952
SMARCC1	0.754512	4.16513	0.0698014
SMARCC2	-0.14522	1.96433	-0.810828
SMARCD1	-0.153503	4.38751	0.179713
SMARCD2	0.156848	4.06526	-0.919107
SMARCD3	-1.91067	1.23564	-2.31755
SMARCE1	0.318113	3.83904	-0.604696
SMARCE1P5	-0.44839	1.64563	0.0631564
SMC1A	0.190768	0.531124	-0.384112
SMC2	-0.269926	0.163026	0.383496
SMC3	-0.634406	6.12578	0.953181
SMC4	-0.570361	1.91184	-0.444868
SMC5	0.409278	1.01564	1.29036
SMC6	-0.47407	1.82427	0.0370195
SMCHD1	1.90212	1.48171	-0.274523
SMCO1	-0.172473	9.09854	1.05085
SMCO4	0.436519	0.488054	-0.68308
SMDT1	-0.401917	8.79501	0.236446
SMEK1	1.61612	6.15883	-0.725996
SMEK2	0.190111	1.5243	-0.648355
SMG1	2.33147	6.20302	-0.42201
SMG1P3	0.626641	9.11438	0.418251
SMG1P7	-0.0961143	1.72889	-0.0280622
SMG5	-1.20593	-0.0188874	-2.73039
SMG6	0.699913	5.80727	-1.55037
SMG7	0.908971	3.47721	-0.81962
SMG8	-1.05377	2.88085	0.839631
SMG9	0.235868	0.332199	-0.960263
SMIM10	0.361457	0.628445	-0.0422097
SMIM12	-0.774209	2.95849	-0.978595
SMIM13	0.302824	3.77663	-0.666887
SMIM14	0.0397269	1.40063	-0.360166
SMIM19	-2.2927	2.74394	0.427263
SMIM20	-0.449897	4.19791	-0.139412
SMIM2-AS1	-0.852619	4.98159	4.17097
SMIM3	0.786565	2.57013	0.171069
SMIM4	-2.52685	2.71316	0.0182536
SMNDC1	0.411005	7.03245	0.417167
SMO	-2.71052	0.152389	-1.91376
SMOC1	-0.0395447	0.389217	-0.488762
SMOC2	0.447685	-0.290273	-2.52394
SMOX	0.448704	1.27401	-1.65485
SMPD1	-0.523237	3.6138	0.706781
SMPD3	0.677251	-0.129073	-4.88011
SMPD4	-0.419733	-0.785443	-5.44771
SMPDL3A	0.64844	11.0411	3.78518
SMPX	-0.952521	11.731	3.60151
SMS	0.235244	2.12689	0.0586039
SMTN	-0.79631	4.58692	-1.8784
SMTNL1	-0.242899	2.49631	-0.241038
SMTNL2	-1.70657	4.98675	0.0133201
SMU1	0.0367957	3.35941	0.37732
SMUG1	-0.0614644	1.57889	-0.675813
SMURF1	1.54551	3.49085	-0.862601
SMURF2	1.23217	2.47153	-0.333135
SMYD1	0.434076	18.4841	1.43571
SMYD2	-0.659874	6.51214	0.489952
SMYD3	0.0832868	0.191135	1.39274
SMYD4	0.198491	7.53606	1.2062
SMYD5	-0.813844	0.807221	-1.64801
SNAI1	4.3693	4.35085	-0.219088
SNAI2	-0.423344	2.51838	0.165005
SNAI3	-0.0673033	0.952985	-0.0106185
SNAI3-AS1	0.0628996	6.01971	0.674403
SNAP23	0.439522	8.09963	0.708043
SNAP47	-0.192154	0.711692	-3.71537
SNAPC1	0.199847	5.22189	0.848875
SNAPC2	-0.365689	0.131282	-0.221274
SNAPC3	0.0859601	2.44995	-1.41165
SNAPC4	-0.460272	0.357468	-2.47474
SNAPIN	-1.86191	5.51589	-0.889993
SNCG	0.0407598	-0.155254	-0.254199
SND1	-0.261634	-0.173481	-0.864553
SNED1	-1.03454	1.47679	-2.916
SNF8	-0.196137	4.21219	-5.764
SNHG12	0.275299	0.887491	0.801414
SNHG14	0.3022	0.0958157	0.273145
SNHG15	0.29021	0.432205	-0.291612
SNHG17	0.186536	0.216465	0.0559465
SNHG21	0.0859834	3.64514	-0.703938
SNHG5	-0.427204	-0.0497963	-0.0968195
SNHG6	-2.24061	1.38684	0.126465
SNIP1	0.245798	2.03545	-1.56779
SNN	0.725322	2.81869	0.448089
SNPH	-0.209068	0.75549	-3.46181
SNRK	3.33868	5.71243	0.372055
SNRNP200	0.227786	2.62796	-1.83991
SNRNP27	-0.152642	3.02103	0.749705
SNRNP35	-2.56228	3.77295	0.628116
SNRNP40	-0.445697	0.750463	0.0137061
SNRNP48	-0.243638	3.20217	-1.05932
SNRNP70	-2.52994	2.29329	-1.86031
SNRPA	-0.279366	-0.12092	-3.40886
SNRPA1	-1.91006	2.77959	-1.0842
SNRPB	-1.12255	6.1242	0.0989837
SNRPC	-0.14404	5.77429	0.188274
SNRPCP2	-0.729506	-3.95	-0.409701
SNRPD1	-0.0970656	5.80495	0.019747
SNRPE	0.0458969	4.38792	-0.055263
SNRPEP4	-0.129216	0.179473	-1.56418
SNRPF	-1.30293	0.868049	-0.179675
SNRPFP1	-0.332821	-0.767328	0.329367
SNRPG	0.035857	5.7335	0.42546
SNRPGP10	0.652838	0.287484	0.101299
SNRPGP2	0.376229	0.536244	-0.264032
SNRPN	-0.60713	-1.87459	-0.0575801
SNTA1	0.147484	4.58215	0.187303
SNTB1	0.237387	3.94664	1.22656
SNTB2	-0.0392176	0.79878	-0.433643
SNUPN	0.69853	0.0885407	-1.32102
SNW1	0.0602138	0.752331	-0.0886664
SNX1	-0.161082	0.748381	-0.684018
SNX11	-0.100186	6.45452	-0.871175
SNX12	0.0845501	2.31279	-2.03858
SNX13	1.22765	1.83039	-0.210999
SNX14	-0.597905	5.3873	-0.0182507
SNX16	0.614048	3.63631	0.0336678
SNX17	-0.824513	-0.164154	-0.795784
SNX18	-0.0342412	1.96926	-1.16062
SNX19	1.1021	9.57349	-0.952735
SNX2	0.0151465	0.62835	0.691399
SNX21	0.19638	2.50557	0.7944
SNX24	-0.329002	3.29789	-0.239819
SNX25	0.489996	0.0566585	0.0148944
SNX27	0.419155	3.21048	0.34488
SNX29	2.39891	0.0884477	0.0630001
SNX3	-0.187839	8.00755	0.560769
SNX30	1.03414	0.353692	-0.0265352
SNX33	-0.344549	0.544943	-0.273631
SNX4	1.18758	1.15876	-0.568483
SNX5	0.218752	4.63979	0.0334444
SNX5P1	-0.200884	0.34889	2.65001
SNX6	-0.440011	4.2749	-0.366379
SNX6P1	0.0210672	-0.900309	0.75098
SNX7	0.112364	0.477264	0.479946
SNX8	1.46275	0.456664	-1.68273
SNX9	0.525368	1.38724	-0.00942128
SOAT1	1.65459	2.99162	-2.02045
SOBP	-0.782042	7.84379	0.142597
SOCS2	-0.0805183	0.861631	0.183448
SOCS5	2.49749	5.04604	0.643328
SOCS6	2.85588	3.05728	0.980711
SOCS7	3.18459	1.90598	-0.232996
SOD2	1.93389	6.09003	1.23599
SOD3	-0.49449	1.15797	0.23916
SOGA1	3.80242	0.296785	-3.23907
SON	0.870287	2.93467	-0.52246
SORBS1	2.87174	12.4066	2.07845
SORBS2	-0.954555	0.122561	0.705428
SORBS3	-0.584301	4.66822	-0.157915
SORCS2	-0.552697	-1.04842	-3.36975
SORD	-0.568027	0.582742	-0.648722
SORL1	0.0479406	-0.778858	-0.214981
SORT1	0.705491	26.0413	0.446363
SOS1	1.34312	7.79185	-0.43921
SOS2	1.25769	6.05026	0.604135
SOX13	0.0102223	1.26204	-3.06245
SOX17	20.9601	-0.24956	-0.566301
SOX4	-0.826753	4.06018	-2.00463
SOX6	2.03908	11.5318	6.09608
SOX7	0.865132	0.174081	-3.07062
SOX8	0.0801865	-1.06275	-0.481771
SOX9-AS1	0.00834472	-0.949969	0.051004
SP1	1.37813	5.84282	-0.0113537
SP100	-0.648393	0.365246	0.484255
SP110	-1.43249	1.24261	-0.0758293
SP140L	-0.0178704	-0.114236	-0.0122394
SP3	1.10911	3.84929	0.221864
SP4	0.881516	6.55111	-0.37334
SPACA6P	0.797884	-0.0233198	-2.76015
SPAG16	0.594325	-0.270755	1.67033
SPAG17	0.801743	-0.980851	2.127
SPAG7	-0.469631	2.25458	-1.14975
SPAG9	2.00787	12.3259	1.30576
SPARC	0.0337187	8.22843	-0.186446
SPARCL1	1.72685	7.93151	0.652362
SPAST	1.1001	2.43179	0.026713
SPATA13	0.291858	-0.120925	-0.942849
SPATA18	0.624298	1.47265	-0.0272924
SPATA2	0.455937	1.97628	-1.13799
SPATA20	-1.05801	1.45787	-3.05928
SPATA24	-0.0595901	3.36234	0.197441
SPATA25	-0.635413	1.71568	0.385493
SPATA33	-0.738744	-0.138042	0.116099
SPATA5L1	0.00779764	2.46323	-0.313924
SPATA6	0.192114	1.03506	0.501957
SPATA7	0.141378	3.24657	0.0311319
SPATC1L	-0.023705	-0.757077	-0.751363
SPATS2	-0.546369	5.59144	-0.236872
SPATS2L	-0.0662463	5.68679	2.13908
SPCS2P4	0.048129	0.676595	0.138749
SPCS3	-0.0422223	4.89665	1.74236
SPDL1	-1.11452	2.93806	0.0676256
SPDYE3	-0.26854	0.00900124	-0.445397
SPECC1	0.364698	-0.784109	-0.755279
SPECC1L	-0.720279	1.09309	-0.498123
SPEF2	-1.67657	-0.653374	0.785694
SPEG	1.8824	4.95902	-3.3559
SPEN	6.32309	1.50999	0.0874236
SPG11	1.59522	2.59676	-1.25557
SPG20	1.24266	1.01977	0.152868
SPG21	0.0998726	2.85129	0.569939
SPG7	-1.20144	0.396945	-0.202934
SPHK1	0.149548	-0.304748	-0.954937
SPHK2	0.734459	0.868119	-1.19237
SPI1	-0.215983	0.00297885	-0.00611849
SPIB	0.153142	1.44298	-0.00362354
SPICE1	-0.0819687	5.44998	-0.106936
SPIDR	-0.0426599	2.15968	2.33991
SPIN1	0.111045	0.814053	-1.14953
SPIN3	-1.87118	4.85218	-0.0414234
SPIRE1	0.795916	2.29412	-0.416938
SPNS2	0.919389	0.289498	-4.6593
SPOCK1	0.397589	0.0167247	0.314424
SPOCK2	-0.281305	0.452671	-2.00026
SPON2	-2.24302	1.05277	-1.50288
SPOP	0.168215	9.62051	-0.179309
SPOPL	5.45732	2.22219	0.554865
SPPL2A	1.91003	7.47419	3.86796
SPPL2B	-0.66763	-0.126416	-7.63624
SPPL3	-0.486307	3.53917	-0.374375
SPR	0.629028	3.19452	-0.0939052
SPRED1	1.34416	4.37246	-0.300017
SPRED2	0.298914	0.38276	-0.181493
SPRN	-1.16915	-0.85799	-0.99154
SPRTN	0.215251	3.80084	-0.299061
SPRY1	1.61688	9.02334	0.236314
SPRY2	0.517392	6.03003	0.126474
SPRY3	0.112155	2.97	1.77962
SPRY4	9.42147	1.01345	-0.341175
SPRYD3	-0.950542	1.47864	-1.9536
SPRYD7	-0.187461	4.93457	-0.114737
SPSB1	0.517885	0.574231	-0.928351
SPSB2	-0.195331	3.41888	-0.539349
SPSB4	-0.15154	0.0660287	-1.63189
SPTAN1	1.31997	0.274268	-1.42399
SPTB	1.36075	5.29653	-0.30618
SPTBN1	2.30515	7.425	-0.144869
SPTBN2	0.163585	-0.387063	-7.96086
SPTBN4	0.564923	0.256925	-4.58958
SPTLC1	0.677633	2.07558	-0.201529
SPTLC2	0.500067	1.92541	-0.0799129
SPTY2D1	0.636492	5.38067	-0.13097
SPTY2D1-AS1	-0.00856097	0.723492	0.0312403
SPX	-0.520302	1.40514	0.525768
SQLE	0.0601799	0.322009	1.03512
SQRDL	-0.060762	3.48477	0.240558
SQSTM1	0.361737	3.56942	0.424956
SRA1	-0.803317	4.7222	-1.35839
SRBD1	1.48404	1.46576	0.758415
SRC	1.18983	-0.541562	-2.89549
SRCAP	0.507902	0.4268	-0.882862
SRD5A3	-0.677548	3.59205	-1.13995
SRD5A3-AS1	0.229284	0.348478	0.545252
SREBF1	0.523206	4.50169	0.490333
SREBF2	-0.174132	1.32646	-0.186539
SREK1	-0.772968	2.68321	0.384362
SRF	2.86103	3.83385	0.52993
SRFBP1	0.882892	4.42932	0.33055
SRGAP1	0.0874012	1.56699	-0.923661
SRGAP2	0.346349	0.130852	-0.511368
SRGAP3	-0.0108316	0.747657	-0.351247
SRGN	4.7811	1.98865	0.743023
SRI	-0.0524308	0.435087	0.625034
SRL	0.0434643	9.69359	0.47051
SRM	-0.479121	0.322519	-2.159
SRP14-AS1	-0.164276	3.76276	0.279528
SRP19	0.306772	0.549074	-1.04372
SRP54	-0.0700187	0.762787	-0.560529
SRP68	0.127096	0.226247	-1.31039
SRP72	0.110266	5.32531	0.526847
SRP72P2	-0.399168	0.907998	0.709432
SRP9	-0.682351	11.1743	-0.216503
SRP9P1	-0.710643	10.5158	-0.196089
SRPK1	0.632961	2.38706	0.157785
SRPK2	0.37105	8.68298	-0.232542
SRPK3	-1.72866	1.59198	-2.96969
SRPR	0.00253895	0.352515	-0.517542
SRPRB	0.328692	2.39417	0.10721
SRPX	-0.154825	0.332796	0.0091609
SRPX2	0.552124	0.945319	-0.169136
SRR	-0.0111458	-0.799709	-0.157167
SRRD	0.100467	1.80677	0.129342
SRRM1	-1.24792	5.76037	-0.908493
